customer_id,isDefault
A9C3F4CA-66BF-44EE-8C38-1C50D0751CD1-500,0.3931194318558698
A9C93D6B-8625-48EE-9E05-EB63256DEEA6-500,0.4207673454249681
A9D12F62-35D5-44DE-8446-B8C2E4A5E938-750,0.12224001849484048
A9D3EC9F-B3EB-4A56-8BC6-4614A1C42FE2-600,0.26337849988376333
A9D54EF9-3CBA-4481-80B2-59FD92BB60D9-700,0.2070161448672617
A9D8D5D1-C59F-4C78-AF37-1DA4A9D4D1FC-750,0.8796479324444263
A9D9A46A-D825-4F84-9E21-8F09352E93AF-600,0.22948999232172249
A9DDD331-06FB-41D9-ADDD-318E2530ECD8-750,0.14273626931497366
A9E034FA-C91A-45F9-B69E-F765A67E3C2E-750,0.14345248469977667
A9E36B32-D292-4C8A-948B-B33CB1EDA176-500,0.25561624499147884
A9E506C3-F9FD-492E-AFDD-A4F834EC12CA-500,0.25853692484619006
A9EB79A0-A867-4922-8086-A49ABD15A94A-750,0.1389483868856218
A9F6AA4C-22EB-4636-B53C-49618BDA8D4A-500,0.4207673454249681
A9F7E630-7EB3-4AED-BD23-42EEC5315AFF-500,0.5172862251739341
A9FABD5A-367E-4953-9EDF-FAC944A1DB9F-1000,0.1785666582303854
A9FEBEF3-060C-4F49-86B4-104938FCBC8C-500,0.36562190279463896
AA006E97-7CB9-465F-ADBD-33FBF1DE7336-750,0.10306682224885273
AA016240-186B-4343-8F0E-872698ADF8B6-750,0.14502859134189153
AA0F5F80-923E-4FFE-B869-00E73C729DF7-600,0.9587072860753344
AA14133F-843C-497F-A434-27ECE79A3AD3-700,0.24828501190975616
AA181ECB-5F87-45E4-9BE6-7BBE2DC653CD-500,0.3240045197808591
AA1B2F92-197D-4D18-B486-900E6911E93E-500,0.30969630719084557
AA1FAC9E-8850-4C23-AE5B-65EFED19A2B7-500,0.5356366073270259
AA20313B-0CC0-4DFD-9938-85F78B8CA193-1000,0.14506455547881075
AA22F3BF-6CEB-45B3-8A20-95A78BE185F1-500,0.2890478549935893
AA2B48A3-760F-43BA-8D1E-F71A71D91D17-1250,0.08455301016418217
AA2BE88C-87CE-4729-AFF1-CB302089EF93-750,0.23450251883558512
AA2F1985-F19D-4746-9CA3-28803F70EE48-600,0.2245354052863684
AA322F54-4786-42ED-B8FA-8986B6654459-500,0.4207673454249681
AA32C153-7A99-4DEA-BAFD-04400A6B94DD-750,0.132057218454743
AA32DF0E-8D5F-434B-8D75-CF577259CFDE-750,0.13777352446293076
AA3C868D-BEF9-40BF-9A6A-9F4EFB414A74-750,0.9733158970146446
AA3C9835-463D-4D2A-96E4-548248B82D30-250,0.10365482534017013
AA3C9F32-1FE1-4758-9B79-5206B2A9E850-500,0.2493121524496888
AA3EF4D5-AF9C-4A03-B9D6-5A826245641F-500,0.45894428973166507
AA422806-97B7-4053-B6C3-74A6B31362F1-600,0.2079479395457664
AA438437-D46F-46B7-9CB2-5A85D4B0BAAA-750,0.11606580558315803
AA44133C-9F71-466C-B529-6FBD2F9C3748-750,0.14024328340070266
AA476755-043E-405A-8A5E-2DBE0CE89E8E-300,0.4673218371978346
AA4A1DE4-D165-48B5-A8D8-B365D324DAE0-700,0.9676778068603604
AA4D3590-A863-45FE-A742-A22E98B9DFDA-500,0.20689376360650646
AA5204F0-9572-4E58-AE53-A901D8351937-600,0.9712344941147281
AA5444BB-DA2C-4D38-91CB-907A780A8B4A-500,0.19839875405605212
AA54DCFB-83DD-49CF-8153-9C42D14B6C8F-500,0.21254123142401282
AA55C7FD-4F4F-40E6-893A-31CAA935A9FA-600,0.20698753156974875
AA5E1CD0-1895-479C-9E99-20E9D9DB7F26-700,0.9599133746157755
AA6168D0-001F-40D0-B590-A41B168451B6-750,0.14502859134189153
AA6EAB0B-8401-4ED6-A8D4-E7B4F12D1622-700,0.977966333060631
AA6F7ED3-D2E4-45DC-8562-859F773B5A93-1000,0.07607003122408905
AA7AD18F-307B-4A96-846E-0425FD987996-500,0.3041557021269715
AA82F0CF-97BE-45BD-8200-49C5F1ABFB92-750,0.11881712564711143
AA891CF1-3B5A-4653-B3D2-A91F32A48704-750,0.18987149472673417
AA8C0220-7989-403B-A136-3CE8695528C5-750,0.11417013812186261
AA8CFDC0-CB25-474C-8EDC-89400E5B6CB3-500,0.25561624499147884
AA9F3A9F-BD50-4A27-862C-D14733D8F4C6-250,0.1996684704183511
AAABED2B-E2ED-46DD-A6D3-98F7EE22E10F-250,0.0930575443866413
AAAC4590-70DF-425E-AFA3-080DECEAA7EF-250,0.028741295992871396
AAAEF402-23DD-4A8E-83EC-4ABF99097436-500,0.49863873677380477
AAB1554F-8CF1-4E2A-A94E-D501C27AAE94-700,0.24828501190975616
AAB2A3F0-3E50-47C8-91DA-FB7D31511B3A-750,0.18377292372977103
AAB3E49D-2ED2-4506-A4B1-57B279E416DE-750,0.16904357494207514
AAB70F3F-EA8F-48E9-A85B-A344E485DD72-500,0.20581105985604203
AAB78F9B-134C-40B4-ADE8-6DC50A783D2B-750,0.32462206166830715
AAB94A74-E34A-4A0A-9F0D-FD8C3B6B879C-750,0.14502859134189153
AAC28C5E-76B9-467F-906E-FF5A7F39C9C3-750,0.17653152869791972
AAC3A41B-D90F-4A21-BCC5-691B3952117C-750,0.8601934921917285
AAC45E07-1FC8-4432-A345-50ECF63982A8-750,0.1914618747070678
AAC82D27-D308-4F11-9341-2A0C49412623-300,0.3874912023626974
AACD0606-E895-4CB5-A25B-7D147676F608-1000,0.14669867855485458
AAD11C09-5A46-41C2-8CA0-FFC5F656F5A5-500,0.4207673454249681
AAD52586-8A27-4038-B5B1-EE180F6A1ADA-500,0.25561624499147884
AAD7F073-02F5-4AF8-974C-6B170E9EB76F-850,0.1133858431776028
AAD8A85E-9BEA-42BE-A57A-E3447117E6E6-500,0.2842512851681273
AAD9E2C7-7B30-4057-B8B6-F6D1C52EE22D-500,0.24825303140514793
AADAAA3E-E74C-4107-B47B-4554FC885E48-250,0.1098347702119686
AADAF8C8-F574-4835-98AC-9A71ABE7CBD7-500,0.2340514562781063
AADBF247-3DA5-4ABE-82F7-F4621FB2F151-500,0.36339715729999783
AAF0CD9E-12CE-4CDE-8573-171CBB78D5A4-1000,0.10252036634063134
AAF3444D-022B-47AB-8A03-4A505B78856C-750,0.13271125259395514
AAF77384-2BCE-4CBC-9F6D-559492F2B56F-500,0.30752979410535053
AAF87CA6-B74C-4B41-AC4E-99C5323A1C02-500,0.4207673454249681
AAFE088A-A93E-4B26-9A9C-CA0793C37280-300,0.3655014468131816
AB0192D5-2122-4C12-B5DB-E320FB1B7F23-750,0.13777352446293076
AB069319-81D9-4F98-85CA-4EC5D3889A2D-500,0.3360433136027708
AB0AB83E-6100-440C-AC95-2BB9B5114447-400,0.23408270646384866
AB0F39BC-AC71-4423-8CC7-771716B75981-850,0.1535237598546894
AB153E00-C24B-4A1C-B768-F1AEEA14BD6D-500,0.2990421759650146
AB15AFA3-60F4-45F3-BA59-EC7FF35F633A-750,0.21456011218709092
AB16EE2C-8EB2-4D73-BD57-7E6DFF5D9B2A-500,0.344039237007521
AB176900-E6BE-4268-AD75-7082B75ECD2C-1000,0.10866855807444867
AB19479F-D237-4953-97B6-E2FBF1FE42BC-1000,0.12427964006871635
AB1FFB90-BF80-4C9B-9530-4B3A87305D01-750,0.20015620570871234
AB20CB86-D682-4523-AE0D-8908C1F90B82-1000,0.0938557574451014
AB22A3BD-F3ED-4AFD-BECE-61DDFF8446C4-700,0.22001865574012117
AB22A5CE-4C3D-4948-BB8D-F00A7736DC23-500,0.20656421728747895
AB27AE17-30CD-42E2-9880-73848D683AF4-600,0.23558096825891475
